Content,Rate
"J'y suis allée deux fois et j'y retournerai avec plaisir. Les plats sont bons, faits à base de produits frais. Des recettes classiques et délicieuses. Le service est professionnel.  Ambiance businessmen plus que familiale ou décontractée.",5
"Probablement, l'une des meilleures tables de Tunis.  Service impeccable également. Une valeur sûre.  L'un des restaurants qui vient le premier lorsque l'on cherche une idée ou dîner",5
ambiance calme surtout ces dernières années cuisine bonne et parfois même originale(du canard!) Service discret et efficace assez rapide mais pas trop(pour les déjeuners d'affaires),4
Aujourd'hui je vais essayer de prendre avec moi ma commande à la maison. Mais un staff aussi prévenant et souriant d'habitude et au petit soins.  J'espère que la qualité et toujours au rendez vous.,5
- excellent point repas business  - pas loin du centre ville  - Bouffe pas mal du tout  - bonne ambiance  - personnel à votre service  - je recommande .,4
"Les hommes d'affaires aimeront vous emmener là, le cadre est beau et soigné mais la cuisine est correcte sans plus.  Vous y trouverez des plats entre européens et méditerranéens, leur exécution est correcte mais rien d'inoubliables.  Une bonne adresse à faire de temps en temps...",3
"On y va surtout en famille pour feter des anniversaires  Le cadre est tres agreable ,l,ambiance est calme pas de cacophonie",4
"Je me suis rendu à plusieurs reprises dans cet établissement ... Et à chaque fois, je me convaincs davantage d'y retourner ... J'y reviendrai avec les groupes de travail que j'invite régulièrement sur Tunis ... Ils en sortent tous très satisfaits, moi aussi ...",4
"Le quartier et l'accès ne sont pas très engageants ... Mais on mange bien, dans un cadre agréable. Le service est agréable. Une bonne adresse pour un dîner de travail.",4
"Valeur sûre, ce restaurent est une très bonne adresse pour des déjeuners ou dîners d'affaires ou en famille. Bien fréquenté, très bon service et très bonne bouffe.  Il n'est pas toujours facile de stationner à midi, mais on finit pas trouver.",5
Excellent service. Les plats sont un pur régal. Cadre fort agréable. Les prix sont corrects et le Parking gardé. Bravo !,5
"Nous avons étés pour diner entre amis, notre table était dans la salle veranda qui se trouve à l'arrière du restaurant, c'était très sombre contrairement à la salle principale, mais cela n'a rien enlevé au plaisir de déguster leurs plats bien elaborés, leur carte de...",4
Un service impeccable et un menu varié et très bon Un de mes endroits préférés a Tunis Goûtez le dessert a l'orange,5
"Un accueil parfait avec un vrai sens du service. la carte est prestigieuse et le chef a le soin de proposer une cuisine gastronomique avec des plats revisités. Tout y est, la qualité, la quantité et surtout le goût. L'addition est à la mesure de...",5
Service excellent  Cuisine exceptionnelle  le filet rossigni est très tendre  le fois gras magnifique la cuisse de canard fondante vaut le détour,5
"Le poisson saint jaque au cognac était succulent ainsi que la tarte fraise citron. Le service était parfait, le cadre très agréable, et le personnel très souriant. Rien a dire toujours égal à lui même.",5
Service excellent! !!! Meilleur filet rossini de tunis.. et je sais de quoi je parle!! Je les ai tous goûté. . Vraiment une merveille,5
"J y es dine, la carte est interressante, la cuisson est parfaite et le service impeccable. les prix sont en adequation avec la qualite proposée. Le filet de boeuf est extrêmement tendre.",4
"Excellente cuisine et service attentionné avec des prix qui restent maîtrisés.  Le carpaccio de poulpe est très frais et les pâtes (boutargue, calamars) sont très au point.  Les desserts comme dans la majorité des restaurants de Tunis, sont classiques et sans originalité.",4
"Premier diner à la Salle à manger et je n'en garde pas un souvenir exceptionnel. Carpaccio de poulpe correct et symphonie de poisson, pourtant présentée comme le plat signature, des plus commune avec des cuissons peu maitrisées. A revoir lors d'un prochain séjour à Tunis.",3
"Nous avons pris des pattes aux calamars, le risotto cremeux et les pattes au merou, ce dernier plat a la carte. Les trois plats etaient bons, rien d'extraordinaire mais un restaurant qui se tient depuis plusieurs annees ce qui est a remarquer. La salle est...",4
La salle manger fait preuve d'une très bonne gestion on sent que les gerants sont doués par la restauration et adorent ce qu'ils font pour cela tout est exceptionnel,5
"bon accueil, personnel très compétent, mais la nourriture très moyenne. la vinaigrette est industrielle, légèrement sucrée, faut aimer. la paella n'a jamais vu l'Espagne, riz trop blanc pas de tomate, pas de safran. poulet farci, aucun intérêt gustative, pates très sèches. Par contre trilogie de...",2
"Malgrès que je suis amateur des resto, j'étais agréablement surpris de ce retaurant. Cadre agréable, les tables bien agencées et convenablement espacées. Menu varié et original. Très bonne qualité. Service parfait. Un peu cher?",4
"Très bon restaurant. Je pense que ce resto sert le meilleur filet Rossini de Tunis, pour les avoir tous testé (y compris celui de la Firma).Le service est très très bon et très rapide. Enfin un restaurant qui a des prix au niveau du service...",5
"très bon restaurant, cuisine variée, indiqué pour les repas d'affaire. la terrasse est très agréable au printemps et le service excellent.",4
"1 seul avis mais plusieurs passages au restaurant. Un 1er bon point, lors de la réservation on nous demande si c'est pour diner dans l'espace fumeurs ou non fumeurs. Parfait, quoi de plus désagréable que la fumée de cigarette en mangeant ! La salle est...",4
Dîner de travail le 03 novembre toujours très bon accueil très bon service comme d habitude j ai pris un pavé de mérou qui était très bon seul hic cette fois ci c est le pain qui n était pas trop frais et existe un...,4
"A peine le seuil franchi nous avons été reçus par le maître ainsi que par Bellahssen un nouveau serveur  C'est avec une grande dextérité qu'il nous a placés puis bichonnés de l'entrée au dessert. La carte des vins est juste renversante! Californie, Chili,Espagne... Ainsi que...",5
Une belle découverte. Plats succulents et service attentionné. J'y retournerai. Pas d'autres mots à dire...le reste c'est pour avoir un total de 100 mots......,4
"Le cadre est agréable, l'accueil est excellent et les plats sont très bons. Le personnel est souriant et serviable. Je recommande ce restaurant et je profite pour remercier le personnel et la direction.",4
"Super cadre, mais le repas moyen. J'avais en entrée une salade césar et en plat principal un filet de boeuf. Rapport qualité prix tres faible",3
"Un cadre très agréable, la carte est variée. Nous avons très bien mangé (mention spéciale au filet de bœuf Rossini et à la soupe de poissons), très bon rapport qualité/prix comparé aux restaurants en France. Il y a également une belle sélection de vins. Pensez...",5
"Vraiment c'est un restaurant à ne pas rater,  manifiques au vrai sens du terme.  Calme, cadre parfait, même en famille c'est très bien vue qu'on donne des très grandes portions de tout.  La cuisine parfaite, accueille professionnels et parfait . A refaire et surtout  un...",5
On y mange très bien. cadre très agréable et service au top. Le poisson du jour était très bon. Je recommande !,5
service excellent.la nourriture très bonne .cadre agréable vraiment excellent  restaurant.la glace noisette en dessert faite maison est un régal.  .,4
"Tout s'equivaut dans l'excellence à cette enseigne. Le cadre est cosy, les plats de qualité et le service et agréable. Un des meilleurs restaurant de Tunis. NB: une carte de vin variés !",5
Un rapport qualité prix correct  C'est un moyen restaurant  Le cadre est moyen aussi  C'est petit  Les plats sont moyens,3
"Découvert suite au avis Tripadvisor, dans un quartier perdu (ne pas se fier au quartier ) un intérieur sublime, romantique et ou le moindre détails a son importance. très belle carte, viande de très grande qualité (filet de bœuf Rossini) et personnel compétant. Dessert découvert...",5
Rien a dire toujours parfait dîner du 29 07 2015 avec notre direction un excellent mérou et un excellent carpaccio de bœuf et au final un très bon biscuit a la banane dans une ambiance musicale calme dans un patio super aéré merci au staff...,5
"Bon service . poli , discret et professionnel. un mérou grillé très frais . la chair n'étais pas desséchée. vin demi jour et nuit blanc léger. le propriétaire est présent . j'y suis allé de nombreuses fois jamais déçu . ambiance calme et feutrée ....",5
J'ai amoureusement dégusté le filet de poisson spécialité du chef et c'était un vrai délice. J'ai aussi adoré la salade au fromage de chèvre chaud ! Un assortiment de saveurs italiennes par excellence.,5
"Bravo! Je reviens toujours. Cuisine européene, bonne ambience. On sorts toujours contents. Un coin privé et sympa unique a Tunis",5
"Bel endroit, service classe et belles assiettes (on sent le cuisinier formé en Europe ... ou tout comme).  Bref soirée agréable ... si on veut changer de la cuisine locale (très bien aussi).",4
"belle table, service impeccable, assiette goûteuse. Endroit idéal aussi bien pour un tête-à-tête que pour un repas d'affaires.",4
"A ma connaissance, c'est l'un des exceptionnels resto de tunis (ou de Tunisie) ou on peut espérer manger dans un véritable coin non fumeur. La carte est simple (clé de la réussite). La cuisine est très bonne, les assietes sont généreuses et la carte des...",4
De la constance dans la qualite jamais decu une belle carte des vins  Un conseil pour le shadrapa rouge toujours tres tres bon la viande est tendre et surtout cuite comme vous le voulez ce qui est rare meme le confit de canard vaut celui...,4
Chapeau  bas  pour  ce  resto  tu  mange  bien  tu  es  bien  servit  quantité  et  qualité  😉  Moi  j'aime  bien  ce  coin,5
"Dîner d entreprise le 29 avril 2015 toujours agréable comme d habitude même nos hôtes étrangers ont  apprécié le cadre et le dîner,j ai fait une remarque la dernière fois sur le tiramusu mais a ma grande surprise cette fois le tiramusu était excellent J...",4
"calme, cuisine raffinée .bon service . la cuisse de canard et la cote de boeuf sont  a tenter . bons vins tunisiens et étranger . ideal pour un bon repas tranquille affaire couple ....",4
